frame_idx,timestamp_ms,root_x,root_y,root_z,nose_x,nose_y,nose_z,nose_v,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_v,left_eye_x,left_eye_y,left_eye_z,left_eye_v,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_v,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_v,right_eye_x,right_eye_y,right_eye_z,right_eye_v,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_v,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_v,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_v,left_index_x,left_index_y,left_index_z,left_index_v,right_index_x,right_index_y,right_index_z,right_index_v,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_v,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
64,2133,0.384079,0.456471,-0.000124,0.2182,-0.493886,0.197912,0.9792,0.213638,-0.523863,0.164693,0.9791,0.213389,-0.523463,0.16534,0.9778,0.213729,-0.524542,0.165505,0.9784,0.237982,-0.513513,0.179091,0.9806,0.238491,-0.513863,0.178344,0.9807,0.238622,-0.515368,0.179312,0.9812,0.164906,-0.507547,0.076836,0.979,0.266047,-0.472505,0.099328,0.9838,0.197024,-0.471007,0.168833,0.9811,0.22405,-0.460708,0.180573,0.9789,0.099767,-0.391326,0.037593,0.9978,0.267187,-0.320862,0.091406,0.9942,-0.016807,-0.255772,0.009444,0.5358,0.137409,-0.194305,0.010833,0.5312,-0.045097,-0.121567,-0.129303,0.2243,-0.002229,-0.178715,-0.122699,0.2381,-0.093273,-0.0691,-0.117197,0.2267,-0.021938,-0.187616,-0.080672,0.235,-0.103453,-0.076796,-0.116999,0.2268,0.049209,-0.261355,-0.107688,0.2362,-0.04704,-0.131653,-0.201961,0.2125,0.020199,-0.213094,-0.148431,0.2279,-0.017271,-0.007167,-0.028869,0.9994,0.017264,0.00655,0.030505,0.999,-0.208793,0.283224,-0.014837,0.9321,-0.158353,0.282167,0.05687,0.8539,-0.312857,0.563319,-0.080018,0.9372,-0.360515,0.505437,0.00666,0.9297,-0.324835,0.600559,-0.089063,0.9282,-0.390213,0.536482,0.003151,0.9188,-0.380102,0.631588,-0.135092,0.9066,-0.449175,0.549513,-0.043089,0.8925
65,2166,0.386188,0.454138,-0.000156,0.2403,-0.493623,0.205417,0.9763,0.235574,-0.525111,0.172054,0.9754,0.235368,-0.524744,0.172724,0.9736,0.235664,-0.525785,0.172839,0.974,0.260497,-0.512721,0.185726,0.9772,0.261061,-0.513076,0.184996,0.9775,0.26123,-0.514587,0.185944,0.9785,0.182374,-0.513708,0.080931,0.9721,0.286989,-0.469351,0.100204,0.9809,0.216943,-0.471811,0.175978,0.9768,0.244853,-0.459139,0.186772,0.9749,0.114605,-0.398015,0.040617,0.9968,0.287858,-0.316227,0.088342,0.9915,-0.016807,-0.255772,0.009444,0.4867,0.157412,-0.191506,0.021132,0.5036,-0.045097,-0.121567,-0.129303,0.2047,-0.002229,-0.178715,-0.122699,0.2174,-0.093273,-0.0691,-0.117197,0.2082,-0.021938,-0.187616,-0.080672,0.2157,-0.103453,-0.076796,-0.116999,0.2083,0.049209,-0.261355,-0.107688,0.2163,-0.04704,-0.131653,-0.201961,0.1952,0.020199,-0.213094,-0.148431,0.2093,-0.020403,-0.009219,-0.027427,0.9994,0.020416,0.008613,0.029079,0.9989,-0.224222,0.277134,-0.004945,0.9255,-0.167622,0.28045,0.063182,0.8494,-0.34247,0.552407,-0.073282,0.9347,-0.378613,0.497431,0.010885,0.9233,-0.356035,0.58932,-0.083068,0.9285,-0.409372,0.528059,0.007199,0.915,-0.406334,0.619986,-0.12855,0.8961,-0.465709,0.539241,-0.0384,0.8709
66,2200,0.38481,0.452774,-0.000145,0.264052,-0.492708,0.203473,0.9784,0.259167,-0.525794,0.170965,0.9775,0.259021,-0.525449,0.171575,0.9759,0.25927,-0.526454,0.171669,0.9762,0.283504,-0.512209,0.18266,0.9791,0.284081,-0.512564,0.181951,0.9795,0.284306,-0.514059,0.182784,0.9803,0.203075,-0.518353,0.081386,0.9746,0.305554,-0.467501,0.094869,0.9824,0.239086,-0.471634,0.175147,0.9786,0.266333,-0.45748,0.183762,0.9769,0.134172,-0.399111,0.042055,0.9969,0.299981,-0.315139,0.079303,0.9916,-0.016807,-0.255772,0.009444,0.4459,0.157412,-0.191506,0.021132,0.4636,-0.045097,-0.121567,-0.129303,0.1924,-0.002229,-0.178715,-0.122699,0.2035,-0.093273,-0.0691,-0.117197,0.1998,-0.021938,-0.187616,-0.080672,0.2072,-0.103453,-0.076796,-0.116999,0.2,0.049209,-0.261355,-0.107688,0.2072,-0.04704,-0.131653,-0.201961,0.1868,0.020199,-0.213094,-0.148431,0.1992,-0.022831,-0.010716,-0.023972,0.9994,0.022839,0.010149,0.025623,0.9989,-0.238532,0.272505,0.008617,0.9296,-0.175212,0.279254,0.070602,0.8597,-0.371574,0.540954,-0.055976,0.9392,-0.394389,0.492364,0.024132,0.9284,-0.386307,0.577549,-0.06553,0.9337,-0.425732,0.522682,0.020699,0.9195,-0.430298,0.609504,-0.109935,0.8944,-0.477778,0.534833,-0.024951,0.8668
67,2233,0.3852,0.449236,-3.3e-05,0.291192,-0.487236,0.20223,0.9798,0.285966,-0.522042,0.170712,0.9791,0.285847,-0.521717,0.171225,0.9777,0.286048,-0.522687,0.171311,0.9778,0.309826,-0.50756,0.180336,0.9806,0.310417,-0.507909,0.179639,0.9809,0.310692,-0.509366,0.180404,0.9816,0.225749,-0.51894,0.083448,0.9765,0.326378,-0.463363,0.090435,0.9837,0.264005,-0.46745,0.175475,0.9802,0.290745,-0.452053,0.181393,0.9787,0.152172,-0.398656,0.047172,0.9969,0.312295,-0.312971,0.067871,0.9919,-0.016807,-0.255772,0.009444,0.4057,0.157412,-0.191506,0.021132,0.4345,-0.045097,-0.121567,-0.129303,0.178,-0.002229,-0.178715,-0.122699,0.1875,-0.093273,-0.0691,-0.117197,0.1875,-0.021938,-0.187616,-0.080672,0.1935,-0.103453,-0.076796,-0.116999,0.1876,0.049209,-0.261355,-0.107688,0.1934,-0.04704,-0.131653,-0.201961,0.175,0.020199,-0.213094,-0.148431,0.1861,-0.025137,-0.012211,-0.017453,0.9995,0.025154,0.011683,0.019107,0.999,-0.257168,0.266959,0.017755,0.9358,-0.182282,0.278522,0.076655,0.8721,-0.406782,0.529091,-0.040067,0.9442,-0.407435,0.489211,0.043277,0.9339,-0.422811,0.565308,-0.048713,0.9396,-0.439427,0.51881,0.041292,0.9256,-0.459402,0.599428,-0.091292,0.8893,-0.4863,0.535471,-0.002487,0.8599
68,2266,0.384477,0.446828,-6.4e-05,0.319179,-0.48062,0.195637,0.9815,0.313755,-0.517149,0.166044,0.9807,0.313678,-0.516845,0.166514,0.9794,0.313856,-0.517798,0.166587,0.9796,0.336427,-0.502424,0.172569,0.9822,0.337076,-0.502753,0.171901,0.9825,0.33741,-0.504186,0.172587,0.9832,0.24936,-0.518439,0.084534,0.9784,0.345321,-0.460614,0.079968,0.985,0.289807,-0.462314,0.171194,0.9815,0.31531,-0.44641,0.173404,0.9801,0.168761,-0.397449,0.054787,0.9964,0.321054,-0.312955,0.046361,0.9924,-0.016807,-0.255772,0.009444,0.3693,0.157412,-0.191506,0.021132,0.4434,-0.045097,-0.121567,-0.129303,0.1625,-0.002229,-0.178715,-0.122699,0.1992,-0.093273,-0.0691,-0.117197,0.1719,-0.021938,-0.187616,-0.080672,0.21,-0.103453,-0.076796,-0.116999,0.1722,0.049209,-0.261355,-0.107688,0.2094,-0.04704,-0.131653,-0.201961,0.161,0.020199,-0.213094,-0.148431,0.1963,-0.026656,-0.013055,-0.007127,0.9995,0.026697,0.012561,0.008795,0.9989,-0.271966,0.261993,0.024691,0.9386,-0.187984,0.277937,0.071048,0.8826,-0.436544,0.517409,-0.029184,0.9463,-0.417457,0.486771,0.046436,0.9391,-0.454132,0.552996,-0.037591,0.9433,-0.449921,0.515731,0.045847,0.9308,-0.486325,0.591971,-0.079998,0.8851,-0.493232,0.540033,0.002247,0.8673
69,2300,0.387215,0.444929,-2.3e-05,0.347743,-0.471887,0.179818,0.9821,0.342837,-0.509601,0.153439,0.9807,0.342762,-0.509325,0.153922,0.9787,0.342953,-0.510252,0.153974,0.9799,0.363196,-0.495487,0.156431,0.9827,0.363908,-0.495788,0.155786,0.9827,0.364287,-0.497193,0.156378,0.9837,0.27486,-0.515615,0.083195,0.9766,0.361751,-0.458497,0.064827,0.9842,0.316374,-0.455369,0.159247,0.9814,0.339212,-0.440057,0.157432,0.9806,0.187933,-0.394724,0.062269,0.9949,0.328086,-0.316023,0.023672,0.9927,-0.016807,-0.255772,0.009444,0.3341,0.157412,-0.191506,0.021132,0.4413,-0.045097,-0.121567,-0.129303,0.1478,-0.002229,-0.178715,-0.122699,0.201,-0.093273,-0.0691,-0.117197,0.1573,-0.021938,-0.187616,-0.080672,0.2148,-0.103453,-0.076796,-0.116999,0.1576,0.049209,-0.261355,-0.107688,0.2129,-0.04704,-0.131653,-0.201961,0.1475,0.020199,-0.213094,-0.148431,0.1963,-0.025191,-0.012188,0.003837,0.9993,0.02525,0.011715,-0.002176,0.9986,-0.282571,0.256979,0.03382,0.9048,-0.194659,0.277414,0.063093,0.8833,-0.461634,0.503289,-0.007966,0.9356,-0.427555,0.486699,0.050094,0.9409,-0.480873,0.537997,-0.015697,0.9341,-0.460055,0.515372,0.050635,0.9286,-0.507228,0.583254,-0.060268,0.8824,-0.499089,0.547471,0.006492,0.8744
70,2333,0.390832,0.442,-1.3e-05,0.37518,-0.459691,0.154531,0.9829,0.372091,-0.498195,0.132528,0.981,0.372003,-0.497959,0.133061,0.9786,0.372248,-0.498848,0.133092,0.9803,0.388963,-0.485442,0.131654,0.9832,0.389725,-0.48572,0.131031,0.9831,0.39013,-0.487092,0.131524,0.9844,0.303067,-0.510066,0.078982,0.9734,0.375952,-0.456596,0.045663,0.9844,0.342619,-0.445763,0.13985,0.9817,0.361305,-0.432004,0.133523,0.9814,0.211136,-0.389443,0.069887,0.9941,0.329009,-0.321523,0.000594,0.9933,-0.016807,-0.255772,0.009444,0.3017,0.157412,-0.191506,0.021132,0.462,-0.045097,-0.121567,-0.129303,0.1342,-0.002229,-0.178715,-0.122699,0.2116,-0.093273,-0.0691,-0.117197,0.1438,-0.021938,-0.187616,-0.080672,0.226,-0.103453,-0.076796,-0.116999,0.1443,0.049209,-0.261355,-0.107688,0.2228,-0.04704,-0.131653,-0.201961,0.1352,0.020199,-0.213094,-0.148431,0.2017,-0.020609,-0.009317,0.014696,0.9991,0.02068,0.008843,-0.013053,0.9984,-0.291021,0.252608,0.042454,0.8663,-0.201718,0.277025,0.053431,0.886,-0.482638,0.488406,0.013123,0.9274,-0.436763,0.487724,0.054037,0.9428,-0.503451,0.522123,0.006165,0.9288,-0.469191,0.516364,0.055582,0.925,-0.524241,0.574513,-0.040283,0.8844,-0.504314,0.556829,0.010436,0.8822
71,2366,0.397432,0.440389,8e-06,0.398584,-0.44787,0.131617,0.9844,0.397494,-0.486933,0.114102,0.9825,0.397417,-0.486732,0.11468,0.9802,0.397706,-0.487581,0.114693,0.9819,0.410928,-0.475717,0.109482,0.9846,0.411744,-0.475977,0.108883,0.9845,0.412169,-0.477319,0.10928,0.9857,0.328409,-0.504802,0.075693,0.9747,0.387437,-0.456455,0.029411,0.9857,0.365273,-0.436622,0.122714,0.9832,0.379813,-0.424652,0.112042,0.983,0.231786,-0.383976,0.080198,0.9938,0.325911,-0.330658,-0.019632,0.9939,-0.016807,-0.255772,0.009444,0.2728,0.157194,-0.202861,-0.029003,0.5044,-0.045097,-0.121567,-0.129303,0.1225,-0.002229,-0.178715,-0.122699,0.2464,-0.093273,-0.0691,-0.117197,0.1324,-0.021938,-0.187616,-0.080672,0.2571,-0.103453,-0.076796,-0.116999,0.133,0.049209,-0.261355,-0.107688,0.2528,-0.04704,-0.131653,-0.201961,0.1249,0.020199,-0.213094,-0.148431,0.2244,-0.015321,-0.005653,0.025346,0.9987,0.01541,0.005174,-0.0237,0.998,-0.299444,0.246422,0.050414,0.8454,-0.208599,0.276584,0.041394,0.8932,-0.509004,0.468318,0.032706,0.9246,-0.445057,0.491373,0.051839,0.9465,-0.532188,0.500607,0.026419,0.9278,-0.476806,0.520345,0.053963,0.9268,-0.54901,0.561895,-0.022978,0.8883,-0.506629,0.570238,0.004012,0.8911
72,2400,0.398005,0.438822,-1.8e-05,0.416859,-0.43473,0.107231,0.9856,0.418267,-0.47374,0.093577,0.9837,0.4182,-0.473575,0.094206,0.9815,0.418509,-0.47439,0.094204,0.9832,0.428859,-0.464093,0.085761,0.9857,0.429715,-0.464339,0.085182,0.9856,0.430133,-0.465655,0.0855,0.9868,0.35078,-0.497909,0.070348,0.9759,0.397631,-0.456102,0.011845,0.9866,0.383171,-0.426496,0.103655,0.9845,0.394439,-0.416317,0.089227,0.9844,0.249712,-0.378067,0.087692,0.994,0.32109,-0.338639,-0.037406,0.9944,-0.016807,-0.255772,0.009444,0.2514,0.157949,-0.205549,-0.041543,0.5233,-0.045097,-0.121567,-0.129303,0.1178,-0.002229,-0.178715,-0.122699,0.2626,-0.093273,-0.0691,-0.117197,0.1292,-0.021938,-0.187616,-0.080672,0.2726,-0.103453,-0.076796,-0.116999,0.1302,0.049209,-0.261355,-0.107688,0.2668,-0.04704,-0.131653,-0.201961,0.1227,0.020199,-0.213094,-0.148431,0.2324,-0.009511,-0.001701,0.034427,0.9984,0.009608,0.001211,-0.032796,0.9977,-0.306497,0.241082,0.058861,0.8228,-0.214512,0.27626,0.029584,0.8973,-0.530169,0.447581,0.054228,0.9206,-0.452225,0.495093,0.048902,0.9497,-0.555356,0.478153,0.04895,0.926,-0.483675,0.5245,0.051416,0.9288,-0.568934,0.546862,-0.001383,0.8916,-0.505921,0.582711,-0.002924,0.8991
73,2433,0.399926,0.436597,-0.0,0.429761,-0.425018,0.080104,0.9868,0.433469,-0.463669,0.069919,0.9846,0.433418,-0.463526,0.070592,0.9824,0.433734,-0.464316,0.070564,0.9841,0.441478,-0.455829,0.059918,0.9866,0.442352,-0.45607,0.059338,0.9865,0.442755,-0.457369,0.059568,0.9877,0.368891,-0.490852,0.061902,0.9755,0.405319,-0.456704,-0.004606,0.9872,0.396392,-0.418313,0.081949,0.9857,0.40472,-0.410212,0.065094,0.9857,0.267583,-0.368153,0.091915,0.994,0.314425,-0.347375,-0.050161,0.9949,-0.016807,-0.255772,0.009444,0.2451,0.158074,-0.208965,-0.051421,0.5653,-0.045097,-0.121567,-0.129303,0.1308,-0.002229,-0.178715,-0.122699,0.3246,-0.093273,-0.0691,-0.117197,0.1396,-0.021938,-0.187616,-0.080672,0.3271,-0.103453,-0.076796,-0.116999,0.1409,0.049209,-0.261355,-0.107688,0.3197,-0.04704,-0.131653,-0.201961,0.1327,0.020199,-0.213094,-0.148431,0.2812,-0.002913,0.003069,0.040736,0.9978,0.003023,-0.003594,-0.039116,0.9973,-0.311792,0.237194,0.063729,0.8049,-0.220349,0.276017,0.020662,0.8965,-0.547405,0.428157,0.068926,0.9152,-0.45733,0.499413,0.046951,0.9497,-0.574195,0.4573,0.064621,0.9224,-0.488206,0.529445,0.049963,0.926,-0.586243,0.532506,0.012042,0.8925,-0.504915,0.593356,-0.007893,0.9035
74,2466,0.401157,0.435224,-2.2e-05,0.441317,-0.416638,0.051453,0.9872,0.447496,-0.454678,0.04481,0.984,0.447475,-0.454561,0.045543,0.9813,0.447793,-0.455332,0.045472,0.9833,0.452731,-0.448957,0.033497,0.9866,0.453624,-0.44919,0.032916,0.9865,0.454034,-0.450471,0.033083,0.9879,0.386934,-0.481676,0.05133,0.9694,0.411761,-0.457218,-0.01937,0.9867,0.40892,-0.410085,0.058318,0.9863,0.413863,-0.404605,0.040259,0.9867,0.287902,-0.352655,0.090311,0.9937,0.3082,-0.356317,-0.059703,0.9954,-0.016807,-0.255772,0.009444,0.2604,0.155297,-0.216273,-0.065392,0.6071,-0.045097,-0.121567,-0.129303,0.1624,-0.002229,-0.178715,-0.122699,0.3897,-0.093273,-0.0691,-0.117197,0.1647,-0.021938,-0.187616,-0.080672,0.3898,-0.103453,-0.076796,-0.116999,0.1659,0.049209,-0.261355,-0.107688,0.3825,-0.04704,-0.131653,-0.201961,0.155,0.020199,-0.213094,-0.148431,0.3438,0.003979,0.008883,0.045725,0.9972,-0.003846,-0.00943,-0.044122,0.9973,-0.31666,0.234088,0.067363,0.8041,-0.225711,0.274761,0.009506,0.9025,-0.561916,0.410371,0.086905,0.9172,-0.461272,0.502788,0.042377,0.9527,-0.589895,0.438386,0.08422,0.9227,-0.491502,0.533048,0.045551,0.9263,-0.601914,0.519063,0.027391,0.8973,-0.504528,0.600744,-0.019009,0.9101
75,2500,0.40187,0.434931,-2e-06,0.451045,-0.410068,0.02048,0.9879,0.459912,-0.44716,0.017578,0.9838,0.459926,-0.447063,0.018373,0.9809,0.460235,-0.447814,0.018237,0.9829,0.462314,-0.443486,0.006419,0.9868,0.463226,-0.443714,0.005828,0.9866,0.463647,-0.444981,0.005955,0.9883,0.406283,-0.469919,0.038729,0.9652,0.417671,-0.45772,-0.03085,0.9858,0.420366,-0.402697,0.032172,0.9867,0.421781,-0.399986,0.014713,0.9875,0.310301,-0.332958,0.082764,0.9925,0.302476,-0.3651,-0.066016,0.9957,-0.016807,-0.255772,0.009444,0.3085,0.151182,-0.226404,-0.077825,0.644,-0.045097,-0.121567,-0.129303,0.1997,-0.002229,-0.178715,-0.122699,0.4452,-0.093273,-0.0691,-0.117197,0.1891,-0.021938,-0.187616,-0.080672,0.4392,-0.103453,-0.076796,-0.116999,0.1895,0.049209,-0.261355,-0.107688,0.4313,-0.04704,-0.131653,-0.201961,0.1753,0.020199,-0.213094,-0.148431,0.3899,0.01104,0.01577,0.046982,0.9966,-0.010887,-0.016329,-0.045411,0.9972,-0.321135,0.230907,0.065763,0.8078,-0.231586,0.273416,0.00085,0.9068,-0.573944,0.392966,0.103299,0.9188,-0.465668,0.505435,0.040087,0.9551,-0.602589,0.420055,0.102429,0.9208,-0.495599,0.536117,0.043662,0.9236,-0.615049,0.503456,0.041654,0.9011,-0.510071,0.604928,-0.026318,0.9152
76,2533,0.400857,0.434118,-1.4e-05,0.458856,-0.404605,-0.010519,0.9887,0.47041,-0.440014,-0.010172,0.9842,0.470462,-0.439931,-0.009321,0.9814,0.470756,-0.440666,-0.00952,0.9831,0.470184,-0.438896,-0.020396,0.9872,0.471119,-0.439122,-0.021002,0.9871,0.471553,-0.440371,-0.020897,0.9887,0.424451,-0.456209,0.024043,0.9643,0.423206,-0.457615,-0.040953,0.9852,0.4302,-0.395359,0.005448,0.9872,0.428316,-0.396011,-0.010565,0.9883,0.330958,-0.312394,0.070415,0.9913,0.298364,-0.372172,-0.070422,0.9959,-0.016807,-0.255772,0.009444,0.3686,0.148907,-0.236398,-0.089155,0.6758,-0.045097,-0.121567,-0.129303,0.2557,-0.002229,-0.178715,-0.122699,0.4924,-0.093273,-0.0691,-0.117197,0.2305,-0.021938,-0.187616,-0.080672,0.478,-0.103453,-0.076796,-0.116999,0.2291,0.049209,-0.261355,-0.107688,0.4688,-0.04704,-0.131653,-0.201961,0.2101,0.020199,-0.213094,-0.148431,0.4239,0.017439,0.022539,0.045895,0.9963,-0.017265,-0.023106,-0.04435,0.9973,-0.32453,0.227768,0.062371,0.8145,-0.237385,0.272196,-0.008424,0.9115,-0.580144,0.378429,0.120861,0.9178,-0.470706,0.505656,0.038501,0.9572,-0.609225,0.405097,0.122164,0.9157,-0.500701,0.536575,0.042195,0.9208,-0.625268,0.490277,0.059284,0.9025,-0.51871,0.604131,-0.031873,0.9197
77,2566,0.400169,0.432792,7e-06,0.464644,-0.40059,-0.032856,0.9896,0.478365,-0.435016,-0.030499,0.9851,0.478449,-0.434939,-0.029623,0.9825,0.47873,-0.435661,-0.02986,0.9839,0.476068,-0.435328,-0.0387,0.9879,0.477025,-0.435557,-0.039319,0.9877,0.47747,-0.436777,-0.039224,0.9893,0.440759,-0.443288,0.011759,0.9662,0.429099,-0.456725,-0.046798,0.9848,0.437864,-0.389944,-0.014531,0.9879,0.43331,-0.393024,-0.027802,0.9891,0.349211,-0.292467,0.058301,0.9909,0.29528,-0.377031,-0.066418,0.9961,-0.016807,-0.255772,0.009444,0.4269,0.146623,-0.246511,-0.095536,0.7039,-0.045097,-0.121567,-0.129303,0.3194,0.077685,-0.217824,-0.180857,0.5335,-0.093273,-0.0691,-0.117197,0.2856,0.073693,-0.214752,-0.155701,0.5092,-0.103453,-0.076796,-0.116999,0.283,0.049209,-0.261355,-0.107688,0.4987,-0.04704,-0.131653,-0.201961,0.2571,0.020199,-0.213094,-0.148431,0.4508,0.022763,0.028706,0.042729,0.9964,-0.022568,-0.029275,-0.041223,0.9975,-0.323623,0.224981,0.048245,0.8257,-0.242903,0.269421,-0.015138,0.9148,-0.579754,0.366121,0.122929,0.9178,-0.476145,0.504489,0.038193,0.9577,-0.609232,0.392211,0.126379,0.9122,-0.506311,0.535634,0.04216,0.9147,-0.630699,0.475645,0.058849,0.9048,-0.528279,0.600216,-0.035697,0.9213
78,2600,0.399461,0.431252,-5e-06,0.466299,-0.399992,-0.04847,0.9904,0.483004,-0.43194,-0.047852,0.986,0.483136,-0.431847,-0.046989,0.9838,0.483401,-0.432554,-0.04724,0.9849,0.479997,-0.433004,-0.052685,0.9883,0.480979,-0.433225,-0.053311,0.9882,0.481444,-0.434423,-0.053251,0.9896,0.45254,-0.432791,-0.010508,0.969,0.438657,-0.449707,-0.052408,0.9852,0.443155,-0.385343,-0.031528,0.9887,0.437418,-0.390593,-0.040431,0.9898,0.361801,-0.277654,0.034988,0.9913,0.302721,-0.371969,-0.063961,0.9963,-0.016807,-0.255772,0.009444,0.4628,0.148566,-0.253482,-0.102065,0.6797,-0.045097,-0.121567,-0.129303,0.3473,0.08961,-0.22251,-0.191764,0.508,-0.093273,-0.0691,-0.117197,0.3059,0.073693,-0.214752,-0.155701,0.4808,-0.103453,-0.076796,-0.116999,0.3021,0.049209,-0.261355,-0.107688,0.4697,-0.04704,-0.131653,-0.201961,0.2696,0.020199,-0.213094,-0.148431,0.4236,0.026176,0.033583,0.038435,0.9963,-0.025915,-0.034184,-0.036939,0.9975,-0.321958,0.219645,0.040791,0.8236,-0.247877,0.266829,-0.011723,0.9148,-0.574607,0.356456,0.139913,0.9099,-0.484325,0.499908,0.053083,0.9563,-0.603868,0.382448,0.14501,0.8979,-0.514719,0.530774,0.057102,0.9099,-0.629083,0.4637,0.077551,0.8983,-0.540523,0.59195,-0.021873,0.9207
79,2633,0.39599,0.429732,3.5e-05,0.466843,-0.398943,-0.067759,0.9906,0.487152,-0.427873,-0.068443,0.986,0.487339,-0.42777,-0.067583,0.984,0.487589,-0.428458,-0.067846,0.9846,0.483368,-0.430294,-0.06947,0.9875,0.484381,-0.430491,-0.070106,0.9873,0.484876,-0.431677,-0.070055,0.9884,0.46454,-0.418068,-0.032269,0.9704,0.44782,-0.441599,-0.057658,0.983,0.447733,-0.380111,-0.051402,0.9891,0.44077,-0.387481,-0.055311,0.99,0.375019,-0.256013,0.012559,0.9917,0.308853,-0.368423,-0.061108,0.9965,0.066988,-0.205993,-0.066301,0.5119,0.150277,-0.259758,-0.107315,0.6916,-0.045097,-0.121567,-0.129303,0.4019,0.102294,-0.226722,-0.202482,0.5317,-0.093273,-0.0691,-0.117197,0.3558,0.073693,-0.214752,-0.155701,0.4948,-0.103453,-0.076796,-0.116999,0.3512,0.049209,-0.261355,-0.107688,0.4822,-0.04704,-0.131653,-0.201961,0.3127,0.020199,-0.213094,-0.148431,0.4338,0.029198,0.039275,0.03259,0.9965,-0.028882,-0.039878,-0.031098,0.9977,-0.320486,0.21389,0.031589,0.8217,-0.254512,0.260909,-0.009688,0.8984,-0.561999,0.348513,0.153172,0.8574,-0.49168,0.490456,0.06411,0.9354,-0.590249,0.374469,0.16031,0.8475,-0.522218,0.521149,0.068197,0.88,-0.621211,0.45422,0.09467,0.8506,-0.553437,0.577888,-0.012738,0.9002
80,2666,0.392778,0.429087,2.9e-05,0.468148,-0.398307,-0.080998,0.9912,0.491435,-0.424732,-0.083358,0.987,0.491668,-0.424619,-0.082512,0.9852,0.491907,-0.425293,-0.082784,0.9857,0.487605,-0.428079,-0.08128,0.9882,0.488634,-0.428252,-0.081916,0.988,0.489164,-0.42943,-0.08187,0.9889,0.474946,-0.405808,-0.051829,0.973,0.45886,-0.432012,-0.062027,0.9838,0.451775,-0.376264,-0.066254,0.9899,0.444638,-0.384908,-0.066059,0.9908,0.384075,-0.241688,-0.011213,0.9922,0.318049,-0.361428,-0.058149,0.9967,0.079884,-0.20051,-0.080816,0.5461,0.153808,-0.262642,-0.108403,0.6397,-0.045097,-0.121567,-0.129303,0.4361,0.102294,-0.226722,-0.202482,0.4957,-0.093273,-0.0691,-0.117197,0.3882,0.073693,-0.214752,-0.155701,0.463,-0.103453,-0.076796,-0.116999,0.383,0.049209,-0.261355,-0.107688,0.4511,-0.04704,-0.131653,-0.201961,0.337,0.020199,-0.213094,-0.148431,0.4058,0.030766,0.043456,0.026901,0.9965,-0.030375,-0.044074,-0.025404,0.9979,-0.31957,0.208392,0.030997,0.8204,-0.260054,0.254041,-0.002325,0.8992,-0.551502,0.342116,0.173145,0.8393,-0.500297,0.479201,0.079514,0.9323,-0.579006,0.368437,0.181601,0.8208,-0.530944,0.509761,0.083147,0.8722,-0.611122,0.446989,0.11855,0.8359,-0.566019,0.562577,0.00249,0.8982
