frame_idx,timestamp_ms,root_x,root_y,root_z,nose_x,nose_y,nose_z,nose_v,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_v,left_eye_x,left_eye_y,left_eye_z,left_eye_v,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_v,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_v,right_eye_x,right_eye_y,right_eye_z,right_eye_v,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_v,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_v,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_v,left_index_x,left_index_y,left_index_z,left_index_v,right_index_x,right_index_y,right_index_z,right_index_v,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_v,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
282,9400,0.463679,0.591558,-8.2e-05,-0.641233,0.024918,-0.238785,0.9997,-0.649488,0.013372,-0.254931,0.9997,-0.650021,0.01326,-0.254578,0.9997,-0.650167,0.01318,-0.25483,0.9997,-0.647445,0.008418,-0.231802,0.9991,-0.648302,0.008096,-0.233251,0.9988,-0.649852,0.008094,-0.231654,0.9991,-0.56569,-0.006051,-0.282602,0.9996,-0.568319,-0.020993,-0.188074,0.9987,-0.600396,0.027084,-0.246561,0.9997,-0.599311,0.022344,-0.220399,0.9995,-0.370093,0.044001,-0.31582,1.0,-0.444084,-0.028839,-0.09437,0.9996,-0.116406,0.101948,-0.356628,0.9606,-0.082328,-0.032603,-0.164084,0.1754,0.09385,0.097762,-0.378539,0.9545,0.022458,-0.020749,0.005664,0.3338,0.159717,0.091783,-0.406559,0.9308,0.068188,-0.020509,0.041108,0.3316,0.175045,0.106054,-0.409838,0.9288,0.069759,-0.012045,0.01844,0.3349,0.122105,0.102338,-0.37821,0.8944,0.030742,-0.002327,0.003449,0.3378,0.034783,0.018883,-0.089227,0.9999,-0.035622,-0.019405,0.090708,0.9992,0.410018,-0.036526,-0.001828,0.9802,0.231555,-0.162525,0.199765,0.2764,0.699895,-0.302918,0.033821,0.9907,0.406859,-0.281517,0.491081,0.4869,0.731389,-0.341256,0.029686,0.9523,0.430498,-0.283128,0.489952,0.5654,0.80562,-0.336963,-0.029476,0.9805,0.489332,-0.253328,0.492376,0.6662
283,9433,0.464095,0.591545,-6.4e-05,-0.638876,0.021335,-0.253718,0.9997,-0.646763,0.009301,-0.268835,0.9997,-0.647302,0.009193,-0.268449,0.9997,-0.647446,0.009116,-0.268697,0.9997,-0.644848,0.004828,-0.245812,0.9992,-0.645704,0.00451,-0.247297,0.9989,-0.647267,0.004499,-0.245656,0.9991,-0.562348,-0.009005,-0.292712,0.9996,-0.565694,-0.021571,-0.198795,0.9988,-0.598046,0.024176,-0.26019,0.9997,-0.597151,0.020049,-0.234252,0.9995,-0.366003,0.042468,-0.322919,1.0,-0.443745,-0.027799,-0.102486,0.9996,-0.113137,0.100703,-0.36425,0.9634,-0.082328,-0.032603,-0.164084,0.167,0.097664,0.098166,-0.387135,0.9577,0.022458,-0.020749,0.005664,0.3208,0.162743,0.092366,-0.415134,0.9352,0.068188,-0.020509,0.041108,0.321,0.178115,0.107316,-0.418955,0.9335,0.069759,-0.012045,0.01844,0.3247,0.125188,0.103188,-0.386892,0.9005,0.030742,-0.002327,0.003449,0.3305,0.035491,0.01775,-0.088421,0.9999,-0.036338,-0.018253,0.089867,0.9992,0.410555,-0.038334,0.000697,0.978,0.23049,-0.161798,0.199218,0.2569,0.703853,-0.302154,0.037174,0.9897,0.406476,-0.281258,0.490395,0.4653,0.735965,-0.340279,0.032922,0.9502,0.436656,-0.275331,0.486851,0.5485,0.810902,-0.334904,-0.027149,0.9789,0.495688,-0.241996,0.487258,0.6503
284,9466,0.470883,0.59121,-7.8e-05,-0.637034,0.016796,-0.263134,0.9996,-0.644613,0.004364,-0.277674,0.9997,-0.645157,0.004268,-0.27727,0.9996,-0.645301,0.004187,-0.277515,0.9996,-0.642756,0.000216,-0.254774,0.999,-0.643612,-0.000104,-0.256272,0.9987,-0.645183,-0.00012,-0.254607,0.999,-0.559728,-0.01224,-0.299467,0.9995,-0.563314,-0.023014,-0.206022,0.9986,-0.596189,0.020531,-0.268887,0.9997,-0.595446,0.01692,-0.243133,0.9995,-0.362632,0.041226,-0.328082,1.0,-0.443454,-0.027647,-0.108314,0.9996,-0.111878,0.099952,-0.370314,0.9647,-0.082328,-0.032603,-0.164084,0.1651,0.098659,0.098504,-0.394144,0.959,0.022458,-0.020749,0.005664,0.3183,0.16344,0.092864,-0.422333,0.9366,0.068188,-0.020509,0.041108,0.3187,0.179004,0.108235,-0.426511,0.935,0.069759,-0.012045,0.01844,0.3225,0.126054,0.103856,-0.394265,0.9021,0.030742,-0.002327,0.003449,0.3297,0.036017,0.016802,-0.087735,0.9999,-0.036874,-0.017286,0.089152,0.9992,0.409919,-0.039348,0.00256,0.9701,0.229644,-0.161204,0.19877,0.2374,0.706643,-0.299996,0.038956,0.9874,0.40615,-0.281037,0.489816,0.4468,0.739435,-0.338107,0.034358,0.9427,0.447377,-0.268826,0.482451,0.5362,0.814882,-0.331269,-0.026657,0.9755,0.50787,-0.232307,0.478867,0.6408
285,9500,0.469698,0.591092,-0.000126,-0.6354,0.013258,-0.275435,0.9996,-0.642512,0.000441,-0.28912,0.9997,-0.643059,0.000349,-0.288677,0.9997,-0.643211,0.00027,-0.288907,0.9997,-0.640809,-0.00341,-0.266358,0.9991,-0.641665,-0.003727,-0.267881,0.9988,-0.643244,-0.003748,-0.266178,0.999,-0.556766,-0.014954,-0.307903,0.9995,-0.561141,-0.024111,-0.215241,0.9986,-0.594482,0.01761,-0.280142,0.9997,-0.593943,0.014282,-0.254693,0.9995,-0.358765,0.040006,-0.334182,1.0,-0.44407,-0.027587,-0.115198,0.9996,-0.109469,0.098439,-0.376343,0.9669,-0.082328,-0.032603,-0.164084,0.1562,0.100499,0.098018,-0.399568,0.961,0.022458,-0.020749,0.005664,0.3047,0.164581,0.092595,-0.427616,0.9391,0.068188,-0.020509,0.041108,0.3083,0.180123,0.108214,-0.432205,0.9378,0.069759,-0.012045,0.01844,0.3126,0.127348,0.10388,-0.399942,0.9057,0.030742,-0.002327,0.003449,0.323,0.036501,0.015916,-0.087132,0.9999,-0.037375,-0.016376,0.088524,0.9992,0.410169,-0.03897,0.005087,0.9674,0.228861,-0.160649,0.198361,0.2212,0.709074,-0.297294,0.041239,0.9866,0.405796,-0.280798,0.489201,0.4385,0.742239,-0.335398,0.036564,0.9426,0.45767,-0.261775,0.478584,0.5284,0.819504,-0.327778,-0.023316,0.9749,0.520325,-0.222032,0.471946,0.6367
286,9533,0.478611,0.591138,-0.000141,-0.636086,0.010433,-0.284534,0.9996,-0.64255,-0.002755,-0.297887,0.9997,-0.643101,-0.002838,-0.297414,0.9997,-0.643258,-0.002915,-0.29763,0.9997,-0.640762,-0.006357,-0.275465,0.9991,-0.641625,-0.006676,-0.277035,0.9988,-0.643211,-0.006701,-0.275303,0.999,-0.555841,-0.017226,-0.314548,0.9995,-0.560098,-0.025102,-0.221254,0.9987,-0.595084,0.015283,-0.288748,0.9997,-0.594488,0.012244,-0.263886,0.9995,-0.357871,0.038956,-0.338479,1.0,-0.44498,-0.027557,-0.119245,0.9996,-0.109451,0.097192,-0.380352,0.9675,-0.082328,-0.032603,-0.164084,0.1532,0.099911,0.097605,-0.403557,0.9617,0.022458,-0.020749,0.005664,0.3034,0.163438,0.092365,-0.431423,0.9397,0.068188,-0.020509,0.041108,0.3077,0.17894,0.107954,-0.436509,0.9386,0.069759,-0.012045,0.01844,0.3123,0.126599,0.103805,-0.404254,0.9065,0.030742,-0.002327,0.003449,0.3234,0.036807,0.015212,-0.08673,0.9999,-0.037691,-0.015654,0.088111,0.9993,0.408855,-0.038083,0.007456,0.9607,0.228321,-0.160241,0.198079,0.21,0.709597,-0.294444,0.044209,0.9851,0.405525,-0.280615,0.488734,0.4378,0.743319,-0.332701,0.039447,0.9399,0.470629,-0.255959,0.47575,0.5296,0.820715,-0.324792,-0.019754,0.9733,0.53608,-0.213544,0.466469,0.6414
287,9566,0.486739,0.590058,-8.9e-05,-0.641252,0.008135,-0.283777,0.9996,-0.646856,-0.005259,-0.297434,0.9997,-0.64739,-0.005336,-0.296926,0.9996,-0.647558,-0.005412,-0.297172,0.9996,-0.645051,-0.008673,-0.274554,0.9991,-0.645922,-0.008992,-0.276128,0.9988,-0.647492,-0.009021,-0.274403,0.999,-0.558609,-0.019147,-0.31486,0.9995,-0.562747,-0.026291,-0.219025,0.9986,-0.599867,0.013552,-0.288567,0.9996,-0.599262,0.010698,-0.262977,0.9994,-0.360711,0.038102,-0.338674,1.0,-0.446583,-0.027548,-0.117622,0.9996,-0.112221,0.096169,-0.381314,0.9675,-0.082328,-0.032603,-0.164084,0.1433,0.097072,0.097238,-0.406429,0.9609,0.022458,-0.020749,0.005664,0.2874,0.160702,0.092072,-0.434345,0.9383,0.068188,-0.020509,0.041108,0.2934,0.176393,0.107292,-0.439982,0.9375,0.069759,-0.012045,0.01844,0.2985,0.124167,0.103619,-0.407643,0.9044,0.030742,-0.002327,0.003449,0.311,0.036502,0.014618,-0.086518,0.9999,-0.037377,-0.015046,0.087886,0.9992,0.406499,-0.036589,0.0093,0.9541,0.228326,-0.160082,0.198007,0.2018,0.707393,-0.291695,0.051574,0.982,0.405505,-0.280607,0.488703,0.4297,0.741756,-0.330339,0.047405,0.9342,0.484646,-0.250731,0.473581,0.5231,0.818902,-0.322052,-0.010351,0.9697,0.552585,-0.206381,0.462007,0.6318
288,9600,0.496848,0.589831,-4.9e-05,-0.64874,0.006655,-0.274426,0.9996,-0.653496,-0.007374,-0.288721,0.9996,-0.654024,-0.007447,-0.288187,0.9996,-0.654211,-0.00752,-0.288452,0.9996,-0.651738,-0.010634,-0.264606,0.9989,-0.652619,-0.010956,-0.266132,0.9986,-0.65416,-0.010986,-0.264441,0.9989,-0.563862,-0.02247,-0.308936,0.9994,-0.567948,-0.028931,-0.207621,0.9985,-0.607067,0.01214,-0.280355,0.9996,-0.606496,0.009496,-0.252875,0.9994,-0.367252,0.036778,-0.334645,1.0,-0.44967,-0.027579,-0.107861,0.9996,-0.118694,0.095312,-0.378282,0.966,-0.082328,-0.032603,-0.164084,0.1394,0.091343,0.096993,-0.40342,0.9571,0.022458,-0.020749,0.005664,0.2801,0.155929,0.09181,-0.432181,0.9329,0.068188,-0.020509,0.041108,0.2843,0.171343,0.106643,-0.43696,0.9322,0.069759,-0.012045,0.01844,0.2892,0.119528,0.103458,-0.405054,0.8957,0.030742,-0.002327,0.003449,0.301,0.035542,0.013847,-0.086861,0.9999,-0.036398,-0.014281,0.088241,0.9992,0.405051,-0.033011,0.00593,0.955,0.228911,-0.160131,0.198239,0.2055,0.704799,-0.288746,0.054857,0.982,0.405695,-0.280749,0.489041,0.4345,0.7391,-0.327667,0.052188,0.9359,0.497407,-0.245845,0.470183,0.5282,0.817093,-0.319493,-0.002902,0.9693,0.567924,-0.20021,0.4562,0.6337
289,9633,0.502931,0.589186,-3.4e-05,-0.656179,0.007536,-0.265445,0.9996,-0.660227,-0.007919,-0.280225,0.9996,-0.660748,-0.008007,-0.279667,0.9996,-0.66095,-0.008075,-0.279953,0.9996,-0.658622,-0.011133,-0.255126,0.9989,-0.65951,-0.011467,-0.256609,0.9986,-0.661027,-0.011489,-0.254953,0.9989,-0.569299,-0.025474,-0.302831,0.9994,-0.573835,-0.031172,-0.197416,0.9984,-0.614201,0.012598,-0.272284,0.9996,-0.613801,0.010098,-0.243377,0.9994,-0.373649,0.03551,-0.330478,1.0,-0.454387,-0.02748,-0.099187,0.9996,-0.124781,0.094414,-0.375424,0.9664,-0.082328,-0.032603,-0.164084,0.1394,0.08562,0.096767,-0.401439,0.9573,0.022458,-0.020749,0.005664,0.2842,0.149984,0.091565,-0.431645,0.9337,0.068188,-0.020509,0.041108,0.2884,0.164838,0.106034,-0.435522,0.933,0.069759,-0.012045,0.01844,0.2936,0.113922,0.103302,-0.403424,0.8958,0.030742,-0.002327,0.003449,0.3045,0.034527,0.013047,-0.087507,0.9999,-0.035365,-0.013491,0.088908,0.9992,0.403872,-0.027197,0.002006,0.9565,0.229594,-0.160227,0.198571,0.2075,0.701602,-0.28559,0.054468,0.9826,0.405932,-0.280925,0.489462,0.4427,0.735622,-0.324925,0.053026,0.9391,0.509431,-0.239893,0.46676,0.5393,0.815457,-0.316803,0.000121,0.9701,0.582503,-0.19332,0.450288,0.6406
290,9666,0.505075,0.589102,-2.7e-05,-0.661937,0.008508,-0.258215,0.9996,-0.665526,-0.008334,-0.273408,0.9996,-0.666046,-0.008429,-0.27285,0.9996,-0.666253,-0.008497,-0.273171,0.9996,-0.664083,-0.011372,-0.248301,0.9989,-0.664977,-0.011722,-0.249792,0.9986,-0.666483,-0.011736,-0.248138,0.9989,-0.573571,-0.028164,-0.298193,0.9994,-0.578676,-0.032914,-0.191161,0.9984,-0.619678,0.013078,-0.265906,0.9996,-0.619471,0.010953,-0.236948,0.9994,-0.378674,0.034236,-0.327412,1.0,-0.458812,-0.027334,-0.093645,0.9996,-0.129794,0.093958,-0.372888,0.9651,-0.082328,-0.032603,-0.164084,0.1401,0.080219,0.096781,-0.399703,0.9563,0.022458,-0.020749,0.005664,0.2905,0.144407,0.091374,-0.431066,0.9328,0.068188,-0.020509,0.041108,0.2949,0.15896,0.105494,-0.434216,0.9322,0.069759,-0.012045,0.01844,0.2998,0.1088,0.103231,-0.401994,0.8943,0.030742,-0.002327,0.003449,0.3106,0.033758,0.012369,-0.088072,0.9999,-0.034581,-0.012824,0.089494,0.9992,0.402959,-0.021313,-0.001458,0.958,0.230106,-0.160285,0.198837,0.2061,0.69923,-0.281148,0.053053,0.9832,0.40614,-0.281079,0.489827,0.442,0.733053,-0.320659,0.052286,0.9414,0.519015,-0.234617,0.4688,0.5427,0.814167,-0.31245,0.001298,0.9708,0.593223,-0.18753,0.452364,0.6455
291,9700,0.510824,0.588585,-2.5e-05,-0.66672,0.009119,-0.251671,0.9996,-0.670005,-0.008857,-0.267096,0.9996,-0.670541,-0.008956,-0.266553,0.9995,-0.670731,-0.009021,-0.266877,0.9996,-0.668626,-0.011757,-0.241497,0.9989,-0.669522,-0.01212,-0.242934,0.9986,-0.671022,-0.01214,-0.241285,0.9989,-0.577525,-0.030662,-0.292856,0.9993,-0.582882,-0.034633,-0.183531,0.9984,-0.624345,0.013226,-0.259776,0.9995,-0.624251,0.011417,-0.230081,0.9994,-0.384631,0.033159,-0.323219,1.0,-0.462251,-0.027422,-0.086318,0.9996,-0.135243,0.093588,-0.368719,0.9644,-0.082328,-0.032603,-0.164084,0.1461,0.074559,0.096805,-0.395421,0.956,0.022458,-0.020749,0.005664,0.3045,0.138767,0.09119,-0.427292,0.9323,0.068188,-0.020509,0.041108,0.3053,0.152781,0.104831,-0.429542,0.9316,0.069759,-0.012045,0.01844,0.3094,0.103256,0.103107,-0.397871,0.8932,0.030742,-0.002327,0.003449,0.3179,0.033062,0.01188,-0.088659,0.9999,-0.033876,-0.012351,0.09011,0.9992,0.402416,-0.013163,-0.005305,0.961,0.230624,-0.160397,0.199117,0.2113,0.696967,-0.274575,0.048733,0.9839,0.406311,-0.281206,0.490134,0.4525,0.730443,-0.314437,0.048194,0.9452,0.526749,-0.229897,0.471605,0.557,0.812532,-0.306612,-0.00097,0.972,0.601442,-0.182642,0.455396,0.6592
292,9733,0.511373,0.587838,4e-05,-0.669826,0.002208,-0.234531,0.9996,-0.673662,-0.014445,-0.250478,0.9995,-0.674208,-0.014565,-0.249922,0.9995,-0.674395,-0.014604,-0.250232,0.9995,-0.671692,-0.018526,-0.226178,0.9988,-0.672591,-0.018888,-0.227549,0.9985,-0.674051,-0.018923,-0.225931,0.9989,-0.581201,-0.03269,-0.278997,0.9993,-0.586141,-0.039283,-0.175106,0.9984,-0.628141,0.008543,-0.243643,0.9995,-0.627337,0.005305,-0.215321,0.9993,-0.39105,0.032643,-0.312793,1.0,-0.461653,-0.027501,-0.080375,0.9997,-0.140415,0.09336,-0.358269,0.9578,-0.082328,-0.032603,-0.164084,0.1685,0.068387,0.096844,-0.383115,0.9472,0.022458,-0.020749,0.005664,0.3425,0.134485,0.091039,-0.41466,0.9207,0.068188,-0.020509,0.041108,0.3396,0.148125,0.104153,-0.416431,0.92,0.069759,-0.012045,0.01844,0.343,0.098748,0.102986,-0.386506,0.8795,0.030742,-0.002327,0.003449,0.3475,0.03123,0.011475,-0.08902,0.9999,-0.032037,-0.011958,0.090493,0.9993,0.401629,-0.001677,-0.01128,0.9635,0.23195,-0.160853,0.199588,0.2196,0.694495,-0.265079,0.043408,0.9841,0.406742,-0.281522,0.490923,0.4636,0.727571,-0.305867,0.043456,0.9483,0.536241,-0.226061,0.46594,0.563,0.810143,-0.301376,-0.003746,0.9716,0.61228,-0.181171,0.447212,0.6563
293,9766,0.521867,0.58753,8.9e-05,-0.673364,-0.003404,-0.217607,0.9996,-0.677519,-0.019175,-0.234288,0.9995,-0.678076,-0.019301,-0.233716,0.9995,-0.678254,-0.019328,-0.234022,0.9995,-0.675218,-0.023808,-0.210017,0.9988,-0.676122,-0.024172,-0.211318,0.9985,-0.677546,-0.024216,-0.209733,0.9988,-0.585638,-0.034591,-0.265967,0.9993,-0.589885,-0.043464,-0.162728,0.9985,-0.63211,0.004551,-0.227927,0.9995,-0.630883,0.000624,-0.199371,0.9993,-0.397698,0.032202,-0.303093,1.0,-0.461247,-0.02761,-0.070385,0.9997,-0.145892,0.093911,-0.34843,0.9565,-0.082328,-0.032603,-0.164084,0.1758,0.062562,0.097523,-0.37138,0.9447,0.022458,-0.020749,0.005664,0.3595,0.129418,0.091212,-0.402864,0.918,0.068188,-0.020509,0.041108,0.3537,0.14251,0.103675,-0.404007,0.9173,0.069759,-0.012045,0.01844,0.3567,0.093397,0.103191,-0.37538,0.8756,0.030742,-0.002327,0.003449,0.3593,0.029275,0.011151,-0.08943,0.9999,-0.030075,-0.01164,0.090922,0.9993,0.400519,0.009976,-0.017736,0.9653,0.233393,-0.161385,0.200109,0.2252,0.69061,-0.254931,0.038581,0.9844,0.407227,-0.281879,0.491819,0.471,0.723067,-0.296392,0.039203,0.9519,0.546072,-0.223014,0.45973,0.5728,0.806765,-0.295029,-0.006207,0.972,0.62339,-0.180941,0.439151,0.6574
294,9800,0.522279,0.587518,6.8e-05,-0.676231,-0.008826,-0.201971,0.9996,-0.680619,-0.023743,-0.219466,0.9995,-0.681186,-0.02388,-0.218894,0.9995,-0.681352,-0.023891,-0.219172,0.9995,-0.678047,-0.029393,-0.195654,0.9988,-0.678956,-0.029745,-0.196895,0.9985,-0.680354,-0.029813,-0.195331,0.9989,-0.589917,-0.036189,-0.254656,0.9993,-0.592853,-0.048821,-0.153634,0.9985,-0.635343,0.00064,-0.213583,0.9995,-0.633754,-0.00451,-0.185454,0.9994,-0.40363,0.031852,-0.295212,1.0,-0.460953,-0.028549,-0.063426,0.9997,-0.150613,0.094382,-0.340028,0.9534,-0.082328,-0.032603,-0.164084,0.1999,0.057712,0.098093,-0.361557,0.9424,0.022458,-0.020749,0.005664,0.3923,0.125313,0.091268,-0.392747,0.9148,0.068188,-0.020509,0.041108,0.3823,0.138023,0.103044,-0.393681,0.914,0.069759,-0.012045,0.01844,0.3847,0.089007,0.103236,-0.366108,0.8718,0.030742,-0.002327,0.003449,0.3837,0.027596,0.011038,-0.089775,0.9999,-0.028391,-0.011516,0.091278,0.9994,0.399553,0.019891,-0.024321,0.9682,0.234669,-0.1619,0.200571,0.2479,0.689816,-0.243779,0.031203,0.9853,0.407547,-0.282119,0.492439,0.4936,0.721893,-0.285361,0.032236,0.9555,0.553879,-0.218214,0.456236,0.5891,0.805587,-0.2866,-0.010577,0.9732,0.632736,-0.17834,0.436369,0.6708
295,9833,0.524269,0.587414,7.5e-05,-0.678528,-0.0125,-0.189989,0.9996,-0.683122,-0.026929,-0.208311,0.9995,-0.683703,-0.027074,-0.207749,0.9995,-0.683846,-0.027074,-0.20799,0.9995,-0.680301,-0.033332,-0.184766,0.9988,-0.681209,-0.033671,-0.185944,0.9986,-0.682588,-0.033762,-0.184393,0.9989,-0.593574,-0.037053,-0.246526,0.9993,-0.595192,-0.052982,-0.147291,0.9986,-0.637926,-0.002095,-0.202741,0.9995,-0.636033,-0.008143,-0.174887,0.9994,-0.408383,0.031585,-0.289785,1.0,-0.460894,-0.029589,-0.058665,0.9997,-0.154511,0.094428,-0.333479,0.9501,-0.082328,-0.032603,-0.164084,0.2157,0.053182,0.098248,-0.353516,0.9399,0.022458,-0.020749,0.005664,0.4138,0.121565,0.091096,-0.384296,0.9113,0.068188,-0.020509,0.041108,0.4004,0.133698,0.102156,-0.385461,0.9104,0.069759,-0.012045,0.01844,0.402,0.084757,0.102848,-0.358576,0.8676,0.030742,-0.002327,0.003449,0.3974,0.026264,0.011044,-0.090059,0.9999,-0.027051,-0.011502,0.091568,0.9994,0.398605,0.027448,-0.029305,0.971,0.235708,-0.162344,0.200952,0.2785,0.690718,-0.231508,0.025936,0.9862,0.455688,-0.237662,0.478121,0.5237,0.722681,-0.272738,0.027253,0.9591,0.559354,-0.212927,0.45868,0.6123,0.806482,-0.27604,-0.013732,0.9747,0.640174,-0.174492,0.440127,0.69
296,9866,0.529733,0.587095,0.0001,-0.681638,-0.013607,-0.181958,0.9995,-0.686089,-0.028396,-0.200811,0.9994,-0.686695,-0.028544,-0.200264,0.9994,-0.686794,-0.028535,-0.200486,0.9994,-0.683127,-0.035412,-0.176966,0.9987,-0.684032,-0.035727,-0.178096,0.9985,-0.6854,-0.035865,-0.176555,0.9988,-0.596728,-0.03775,-0.240895,0.9993,-0.597475,-0.056108,-0.14093,0.9986,-0.640943,-0.003162,-0.195457,0.9995,-0.638923,-0.009894,-0.16721,0.9993,-0.412263,0.031456,-0.285753,1.0,-0.461424,-0.031298,-0.053644,0.9997,-0.157727,0.094745,-0.328668,0.9478,-0.082328,-0.032603,-0.164084,0.2152,0.049439,0.098663,-0.347701,0.9375,0.022458,-0.020749,0.005664,0.4162,0.118375,0.091171,-0.378225,0.9081,0.068188,-0.020509,0.041108,0.4009,0.129959,0.101453,-0.379568,0.9069,0.069759,-0.012045,0.01844,0.4022,0.081258,0.102661,-0.353049,0.8636,0.030742,-0.002327,0.003449,0.3965,0.025215,0.011583,-0.090364,0.9999,-0.026003,-0.012022,0.091882,0.9994,0.397741,0.034714,-0.032687,0.973,0.236704,-0.1629,0.201343,0.2789,0.69126,-0.220013,0.021885,0.9864,0.46323,-0.230492,0.475734,0.5352,0.723208,-0.261092,0.023256,0.9619,0.564286,-0.207881,0.460704,0.6267,0.807664,-0.266025,-0.016161,0.9749,0.646237,-0.170526,0.442507,0.6997
297,9900,0.526959,0.587091,0.000108,-0.684345,-0.014543,-0.175356,0.9995,-0.688533,-0.029643,-0.194304,0.9994,-0.689183,-0.029797,-0.193737,0.9994,-0.689216,-0.029778,-0.19399,0.9994,-0.685495,-0.037227,-0.170452,0.9987,-0.686389,-0.037531,-0.171591,0.9985,-0.68775,-0.037694,-0.170075,0.9988,-0.599218,-0.038329,-0.236256,0.9992,-0.599327,-0.058749,-0.13545,0.9986,-0.643533,-0.004068,-0.189227,0.9994,-0.641465,-0.011405,-0.160952,0.9993,-0.415571,0.031218,-0.282757,1.0,-0.461901,-0.032818,-0.049695,0.9997,-0.160513,0.094757,-0.324833,0.9464,-0.082328,-0.032603,-0.164084,0.2181,0.046374,0.098983,-0.342911,0.9361,0.022458,-0.020749,0.005664,0.4204,0.115628,0.091172,-0.373141,0.9058,0.068188,-0.020509,0.041108,0.4026,0.126824,0.100767,-0.374657,0.9044,0.069759,-0.012045,0.01844,0.4031,0.078282,0.102416,-0.348401,0.861,0.030742,-0.002327,0.003449,0.3958,0.024302,0.012086,-0.090625,0.9999,-0.0251,-0.012505,0.092149,0.9994,0.396676,0.040693,-0.035534,0.9752,0.237571,-0.163391,0.201684,0.2922,0.691941,-0.20613,0.019039,0.9865,0.470569,-0.222683,0.47356,0.5526,0.723906,-0.246436,0.020601,0.9644,0.570106,-0.202167,0.464071,0.6419,0.808807,-0.252422,-0.016875,0.9748,0.652625,-0.165132,0.445993,0.711
298,9933,0.529323,0.587094,0.000107,-0.686415,-0.015502,-0.163496,0.9995,-0.690448,-0.030744,-0.183448,0.9994,-0.691109,-0.03091,-0.182861,0.9994,-0.691122,-0.030877,-0.183133,0.9994,-0.687293,-0.039043,-0.159357,0.9987,-0.688187,-0.039347,-0.160475,0.9985,-0.689537,-0.039502,-0.158999,0.9988,-0.601149,-0.038739,-0.229545,0.9992,-0.600611,-0.062237,-0.127792,0.9986,-0.645523,-0.004821,-0.178809,0.9994,-0.643326,-0.01297,-0.150087,0.9993,-0.417864,0.031056,-0.278474,1.0,-0.46211,-0.0349,-0.044332,0.9997,-0.162617,0.095122,-0.320168,0.9444,-0.082328,-0.032603,-0.164084,0.2164,0.042925,0.099232,-0.336017,0.9289,0.022458,-0.020749,0.005664,0.4136,0.113259,0.091191,-0.366016,0.8964,0.068188,-0.020509,0.041108,0.3957,0.124051,0.100194,-0.367155,0.8951,0.069759,-0.012045,0.01844,0.3962,0.075799,0.102231,-0.34168,0.8491,0.030742,-0.002327,0.003449,0.3881,0.023299,0.012518,-0.09077,0.9998,-0.024095,-0.012921,0.092303,0.9994,0.395543,0.046067,-0.037722,0.9739,0.238466,-0.163875,0.202007,0.2942,0.691701,-0.197525,0.016947,0.9852,0.484857,-0.217411,0.462748,0.5552,0.723764,-0.237723,0.01892,0.9658,0.581665,-0.198138,0.451842,0.643,0.80859,-0.244796,-0.017088,0.9726,0.663894,-0.161881,0.430621,0.7009
